year,county_full,amount,name,state,lat,lon,change
2019,"CARTER COUNTY, MO",0,Carter County,MO,36.944858,-90.945705,0
2020,"CARTER COUNTY, MO",0,Carter County,MO,36.944858,-90.945705,0
2021,"CARTER COUNTY, MO",0,Carter County,MO,36.944858,-90.945705,0
2022,"CARTER COUNTY, MO",0,Carter County,MO,36.944858,-90.945705,0
2010,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,NA
2011,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,0
2012,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,0
2013,"CARTER COUNTY, MT",100,Carter County,MT,45.516825,-104.515324,100
2014,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,-100
2015,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,0
2016,"CARTER COUNTY, MT",65,Carter County,MT,45.516825,-104.515324,65
2017,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,-65
2018,"CARTER COUNTY, MT",104,Carter County,MT,45.516825,-104.515324,104
2019,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,-104
2020,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,0
2021,"CARTER COUNTY, MT",120,Carter County,MT,45.516825,-104.515324,120
2022,"CARTER COUNTY, MT",0,Carter County,MT,45.516825,-104.515324,-120
2010,"CARTER COUNTY, OK",135,Carter County,OK,34.251848,-97.287927,NA
2011,"CARTER COUNTY, OK",153,Carter County,OK,34.251848,-97.287927,18
2012,"CARTER COUNTY, OK",495,Carter County,OK,34.251848,-97.287927,342
2013,"CARTER COUNTY, OK",534,Carter County,OK,34.251848,-97.287927,39
2014,"CARTER COUNTY, OK",443,Carter County,OK,34.251848,-97.287927,-91
2015,"CARTER COUNTY, OK",724,Carter County,OK,34.251848,-97.287927,281
2016,"CARTER COUNTY, OK",1200,Carter County,OK,34.251848,-97.287927,476
2017,"CARTER COUNTY, OK",0,Carter County,OK,34.251848,-97.287927,-1200
2018,"CARTER COUNTY, OK",329,Carter County,OK,34.251848,-97.287927,329
2019,"CARTER COUNTY, OK",858,Carter County,OK,34.251848,-97.287927,529
2020,"CARTER COUNTY, OK",105,Carter County,OK,34.251848,-97.287927,-753
2021,"CARTER COUNTY, OK",100,Carter County,OK,34.251848,-97.287927,-5
2022,"CARTER COUNTY, OK",0,Carter County,OK,34.251848,-97.287927,-100
2010,"CARTER COUNTY, TN",41,Carter County,TN,36.284744,-82.126593,NA
2011,"CARTER COUNTY, TN",0,Carter County,TN,36.284744,-82.126593,-41
2012,"CARTER COUNTY, TN",40,Carter County,TN,36.284744,-82.126593,40
2013,"CARTER COUNTY, TN",0,Carter County,TN,36.284744,-82.126593,-40
2014,"CARTER COUNTY, TN",0,Carter County,TN,36.284744,-82.126593,0
2015,"CARTER COUNTY, TN",200,Carter County,TN,36.284744,-82.126593,200
2016,"CARTER COUNTY, TN",0,Carter County,TN,36.284744,-82.126593,-200
2017,"CARTER COUNTY, TN",55,Carter County,TN,36.284744,-82.126593,55
2018,"CARTER COUNTY, TN",400,Carter County,TN,36.284744,-82.126593,345
2019,"CARTER COUNTY, TN",150,Carter County,TN,36.284744,-82.126593,-250
2020,"CARTER COUNTY, TN",50,Carter County,TN,36.284744,-82.126593,-100
2021,"CARTER COUNTY, TN",550,Carter County,TN,36.284744,-82.126593,500
2022,"CARTER COUNTY, TN",400,Carter County,TN,36.284744,-82.126593,-150
2010,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,NA
2011,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,0
2012,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,0
2013,"CARTERET COUNTY, NC",500,Carteret County,NC,34.858343,-76.53586,500
2014,"CARTERET COUNTY, NC",330,Carteret County,NC,34.858343,-76.53586,-170
2015,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,-330
2016,"CARTERET COUNTY, NC",90,Carteret County,NC,34.858343,-76.53586,90
2017,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,-90
2018,"CARTERET COUNTY, NC",0,Carteret County,NC,34.858343,-76.53586,0
2019,"CARTERET COUNTY, NC",435,Carteret County,NC,34.858343,-76.53586,435
2020,"CARTERET COUNTY, NC",1046,Carteret County,NC,34.858343,-76.53586,611
2021,"CARTERET COUNTY, NC",750,Carteret County,NC,34.858343,-76.53586,-296
2022,"CARTERET COUNTY, NC",620,Carteret County,NC,34.858343,-76.53586,-130
2010,"CARVER COUNTY, MN",0,Carver County,MN,44.82132,-93.800091,NA
2011,"CARVER COUNTY, MN",0,Carver County,MN,44.82132,-93.800091,0
2012,"CARVER COUNTY, MN",0,Carver County,MN,44.82132,-93.800091,0
2013,"CARVER COUNTY, MN",50,Carver County,MN,44.82132,-93.800091,50
2014,"CARVER COUNTY, MN",224,Carver County,MN,44.82132,-93.800091,174
2015,"CARVER COUNTY, MN",100,Carver County,MN,44.82132,-93.800091,-124
2016,"CARVER COUNTY, MN",26,Carver County,MN,44.82132,-93.800091,-74
2017,"CARVER COUNTY, MN",0,Carver County,MN,44.82132,-93.800091,-26
2018,"CARVER COUNTY, MN",378,Carver County,MN,44.82132,-93.800091,378
2019,"CARVER COUNTY, MN",349,Carver County,MN,44.82132,-93.800091,-29
2020,"CARVER COUNTY, MN",405,Carver County,MN,44.82132,-93.800091,56
2021,"CARVER COUNTY, MN",300,Carver County,MN,44.82132,-93.800091,-105
2022,"CARVER COUNTY, MN",140,Carver County,MN,44.82132,-93.800091,-160
2010,"CASCADE COUNTY, MT",0,Cascade County,MT,47.316575,-111.350262,NA
2011,"CASCADE COUNTY, MT",0,Cascade County,MT,47.316575,-111.350262,0
2012,"CASCADE COUNTY, MT",0,Cascade County,MT,47.316575,-111.350262,0
2013,"CASCADE COUNTY, MT",147,Cascade County,MT,47.316575,-111.350262,147
2014,"CASCADE COUNTY, MT",611,Cascade County,MT,47.316575,-111.350262,464
2015,"CASCADE COUNTY, MT",496,Cascade County,MT,47.316575,-111.350262,-115
2016,"CASCADE COUNTY, MT",450,Cascade County,MT,47.316575,-111.350262,-46
2017,"CASCADE COUNTY, MT",500,Cascade County,MT,47.316575,-111.350262,50
2018,"CASCADE COUNTY, MT",713,Cascade County,MT,47.316575,-111.350262,213
2019,"CASCADE COUNTY, MT",550,Cascade County,MT,47.316575,-111.350262,-163
2020,"CASCADE COUNTY, MT",1002,Cascade County,MT,47.316575,-111.350262,452
2021,"CASCADE COUNTY, MT",948,Cascade County,MT,47.316575,-111.350262,-54
2022,"CASCADE COUNTY, MT",1800,Cascade County,MT,47.316575,-111.350262,852
2010,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,NA
2011,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2012,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2013,"CASEY COUNTY, KY",100,Casey County,KY,37.321962,-84.92822,100
2014,"CASEY COUNTY, KY",200,Casey County,KY,37.321962,-84.92822,100
2015,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,-200
2016,"CASEY COUNTY, KY",400,Casey County,KY,37.321962,-84.92822,400
2017,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,-400
2018,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2019,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2020,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2021,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2022,"CASEY COUNTY, KY",0,Casey County,KY,37.321962,-84.92822,0
2010,"CASS COUNTY, IA",0,Cass County,IA,41.333824,-94.933302,NA
2011,"CASS COUNTY, IA",0,Cass County,IA,41.333824,-94.933302,0
2012,"CASS COUNTY, IA",32,Cass County,IA,41.333824,-94.933302,32
2013,"CASS COUNTY, IA",24,Cass County,IA,41.333824,-94.933302,-8
2014,"CASS COUNTY, IA",311.35,Cass County,IA,41.333824,-94.933302,287.35
2015,"CASS COUNTY, IA",0,Cass County,IA,41.333824,-94.933302,-311.35
2016,"CASS COUNTY, IA",50,Cass County,IA,41.333824,-94.933302,50
2017,"CASS COUNTY, IA",140,Cass County,IA,41.333824,-94.933302,90
2018,"CASS COUNTY, IA",400,Cass County,IA,41.333824,-94.933302,260
2019,"CASS COUNTY, IA",138,Cass County,IA,41.333824,-94.933302,-262
2020,"CASS COUNTY, IA",231,Cass County,IA,41.333824,-94.933302,93
2021,"CASS COUNTY, IA",75,Cass County,IA,41.333824,-94.933302,-156
2022,"CASS COUNTY, IA",850,Cass County,IA,41.333824,-94.933302,775
2010,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,NA
2011,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,0
2012,"CASS COUNTY, IL",213,Cass County,IL,39.969202,-90.245704,213
2013,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,-213
2014,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,0
2015,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,0
2016,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,0
2017,"CASS COUNTY, IL",100,Cass County,IL,39.969202,-90.245704,100
2018,"CASS COUNTY, IL",504,Cass County,IL,39.969202,-90.245704,404
2019,"CASS COUNTY, IL",0,Cass County,IL,39.969202,-90.245704,-504
2020,"CASS COUNTY, IL",300,Cass County,IL,39.969202,-90.245704,300
2021,"CASS COUNTY, IL",60,Cass County,IL,39.969202,-90.245704,-240
2022,"CASS COUNTY, IL",100,Cass County,IL,39.969202,-90.245704,40
2010,"CASS COUNTY, IN",100,Cass County,IN,40.753799,-86.355168,NA
2011,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,-100
2012,"CASS COUNTY, IN",30,Cass County,IN,40.753799,-86.355168,30
2013,"CASS COUNTY, IN",181,Cass County,IN,40.753799,-86.355168,151
2014,"CASS COUNTY, IN",30,Cass County,IN,40.753799,-86.355168,-151
2015,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,-30
2016,"CASS COUNTY, IN",26,Cass County,IN,40.753799,-86.355168,26
2017,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,-26
2018,"CASS COUNTY, IN",25,Cass County,IN,40.753799,-86.355168,25
2019,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,-25
2020,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,0
2021,"CASS COUNTY, IN",0,Cass County,IN,40.753799,-86.355168,0
2022,"CASS COUNTY, IN",52,Cass County,IN,40.753799,-86.355168,52
2010,"CASS COUNTY, MI",70,Cass County,MI,41.917243,-86.000142,NA
2011,"CASS COUNTY, MI",0,Cass County,MI,41.917243,-86.000142,-70
2012,"CASS COUNTY, MI",250,Cass County,MI,41.917243,-86.000142,250
2013,"CASS COUNTY, MI",24,Cass County,MI,41.917243,-86.000142,-226
2014,"CASS COUNTY, MI",0,Cass County,MI,41.917243,-86.000142,-24
2015,"CASS COUNTY, MI",250,Cass County,MI,41.917243,-86.000142,250
2016,"CASS COUNTY, MI",75,Cass County,MI,41.917243,-86.000142,-175
2017,"CASS COUNTY, MI",0,Cass County,MI,41.917243,-86.000142,-75
2018,"CASS COUNTY, MI",331,Cass County,MI,41.917243,-86.000142,331
2019,"CASS COUNTY, MI",226,Cass County,MI,41.917243,-86.000142,-105
2020,"CASS COUNTY, MI",1880,Cass County,MI,41.917243,-86.000142,1654
2021,"CASS COUNTY, MI",404,Cass County,MI,41.917243,-86.000142,-1476
2022,"CASS COUNTY, MI",35,Cass County,MI,41.917243,-86.000142,-369
2010,"CASS COUNTY, MN",80,Cass County,MN,46.951745,-94.333705,NA
2011,"CASS COUNTY, MN",54,Cass County,MN,46.951745,-94.333705,-26
2012,"CASS COUNTY, MN",250,Cass County,MN,46.951745,-94.333705,196
2013,"CASS COUNTY, MN",25,Cass County,MN,46.951745,-94.333705,-225
2014,"CASS COUNTY, MN",161,Cass County,MN,46.951745,-94.333705,136
2015,"CASS COUNTY, MN",100,Cass County,MN,46.951745,-94.333705,-61
2016,"CASS COUNTY, MN",174,Cass County,MN,46.951745,-94.333705,74
2017,"CASS COUNTY, MN",325,Cass County,MN,46.951745,-94.333705,151
2018,"CASS COUNTY, MN",173.25,Cass County,MN,46.951745,-94.333705,-151.75
2019,"CASS COUNTY, MN",275,Cass County,MN,46.951745,-94.333705,101.75
2020,"CASS COUNTY, MN",50,Cass County,MN,46.951745,-94.333705,-225
2021,"CASS COUNTY, MN",150,Cass County,MN,46.951745,-94.333705,100
2022,"CASS COUNTY, MN",0,Cass County,MN,46.951745,-94.333705,-150
2010,"CASS COUNTY, MO",411,Cass County,MO,38.646474,-94.354547,NA
2011,"CASS COUNTY, MO",160,Cass County,MO,38.646474,-94.354547,-251
2012,"CASS COUNTY, MO",935,Cass County,MO,38.646474,-94.354547,775
2013,"CASS COUNTY, MO",1156,Cass County,MO,38.646474,-94.354547,221
2014,"CASS COUNTY, MO",740.5,Cass County,MO,38.646474,-94.354547,-415.5
2015,"CASS COUNTY, MO",586,Cass County,MO,38.646474,-94.354547,-154.5
2016,"CASS COUNTY, MO",809,Cass County,MO,38.646474,-94.354547,223
2017,"CASS COUNTY, MO",0,Cass County,MO,38.646474,-94.354547,-809
2018,"CASS COUNTY, MO",421,Cass County,MO,38.646474,-94.354547,421
2019,"CASS COUNTY, MO",185,Cass County,MO,38.646474,-94.354547,-236
2020,"CASS COUNTY, MO",1123,Cass County,MO,38.646474,-94.354547,938
2021,"CASS COUNTY, MO",352,Cass County,MO,38.646474,-94.354547,-771
2022,"CASS COUNTY, MO",180.22,Cass County,MO,38.646474,-94.354547,-171.78
2010,"CASS COUNTY, ND",41,Cass County,ND,46.927003,-97.252375,NA
2011,"CASS COUNTY, ND",209,Cass County,ND,46.927003,-97.252375,168
2012,"CASS COUNTY, ND",251,Cass County,ND,46.927003,-97.252375,42
2013,"CASS COUNTY, ND",484,Cass County,ND,46.927003,-97.252375,233
2014,"CASS COUNTY, ND",100,Cass County,ND,46.927003,-97.252375,-384
2015,"CASS COUNTY, ND",876,Cass County,ND,46.927003,-97.252375,776
2016,"CASS COUNTY, ND",350,Cass County,ND,46.927003,-97.252375,-526
2017,"CASS COUNTY, ND",1055,Cass County,ND,46.927003,-97.252375,705
2018,"CASS COUNTY, ND",1058,Cass County,ND,46.927003,-97.252375,3
2019,"CASS COUNTY, ND",52,Cass County,ND,46.927003,-97.252375,-1006
2020,"CASS COUNTY, ND",1175,Cass County,ND,46.927003,-97.252375,1123
2021,"CASS COUNTY, ND",45,Cass County,ND,46.927003,-97.252375,-1130
2022,"CASS COUNTY, ND",250,Cass County,ND,46.927003,-97.252375,205
2010,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,NA
2011,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,0
2012,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,0
2013,"CASS COUNTY, NE",77,Cass County,NE,40.909878,-96.140609,77
2014,"CASS COUNTY, NE",227.25,Cass County,NE,40.909878,-96.140609,150.25
2015,"CASS COUNTY, NE",300,Cass County,NE,40.909878,-96.140609,72.75
2016,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,-300
2017,"CASS COUNTY, NE",50,Cass County,NE,40.909878,-96.140609,50
2018,"CASS COUNTY, NE",176,Cass County,NE,40.909878,-96.140609,126
2019,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,-176
2020,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,0
2021,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,0
2022,"CASS COUNTY, NE",0,Cass County,NE,40.909878,-96.140609,0
2010,"CASS COUNTY, TX",0,Cass County,TX,33.083698,-94.357579,NA
2011,"CASS COUNTY, TX",0,Cass County,TX,33.083698,-94.357579,0
2012,"CASS COUNTY, TX",182,Cass County,TX,33.083698,-94.357579,182
2013,"CASS COUNTY, TX",1054,Cass County,TX,33.083698,-94.357579,872
2014,"CASS COUNTY, TX",755,Cass County,TX,33.083698,-94.357579,-299
2015,"CASS COUNTY, TX",100,Cass County,TX,33.083698,-94.357579,-655
2016,"CASS COUNTY, TX",27,Cass County,TX,33.083698,-94.357579,-73
2017,"CASS COUNTY, TX",0,Cass County,TX,33.083698,-94.357579,-27
2018,"CASS COUNTY, TX",0,Cass County,TX,33.083698,-94.357579,0
2019,"CASS COUNTY, TX",175,Cass County,TX,33.083698,-94.357579,175
2020,"CASS COUNTY, TX",200,Cass County,TX,33.083698,-94.357579,25
2021,"CASS COUNTY, TX",250,Cass County,TX,33.083698,-94.357579,50
2022,"CASS COUNTY, TX",0,Cass County,TX,33.083698,-94.357579,-250
2010,"CASSIA COUNTY, ID",61,Cassia County,ID,42.282313,-113.626328,NA
2011,"CASSIA COUNTY, ID",0,Cassia County,ID,42.282313,-113.626328,-61
2012,"CASSIA COUNTY, ID",201,Cassia County,ID,42.282313,-113.626328,201
2013,"CASSIA COUNTY, ID",742,Cassia County,ID,42.282313,-113.626328,541
2014,"CASSIA COUNTY, ID",48,Cassia County,ID,42.282313,-113.626328,-694
2015,"CASSIA COUNTY, ID",673,Cassia County,ID,42.282313,-113.626328,625
2016,"CASSIA COUNTY, ID",500,Cassia County,ID,42.282313,-113.626328,-173
2017,"CASSIA COUNTY, ID",250,Cassia County,ID,42.282313,-113.626328,-250
2018,"CASSIA COUNTY, ID",500,Cassia County,ID,42.282313,-113.626328,250
2019,"CASSIA COUNTY, ID",500,Cassia County,ID,42.282313,-113.626328,0
2020,"CASSIA COUNTY, ID",0,Cassia County,ID,42.282313,-113.626328,-500
2021,"CASSIA COUNTY, ID",85,Cassia County,ID,42.282313,-113.626328,85
2022,"CASSIA COUNTY, ID",0,Cassia County,ID,42.282313,-113.626328,-85
2010,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,NA
2011,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2012,"CASTRO COUNTY, TX",101,Castro County,TX,34.533621,-102.258786,101
2013,"CASTRO COUNTY, TX",199,Castro County,TX,34.533621,-102.258786,98
2014,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,-199
2015,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2016,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2017,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2018,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2019,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2020,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2021,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2022,"CASTRO COUNTY, TX",0,Castro County,TX,34.533621,-102.258786,0
2010,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,NA
2011,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2012,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2013,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2014,"CASWELL COUNTY, NC",100,Caswell County,NC,36.394298,-79.339609,100
2015,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,-100
2016,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2017,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2018,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2019,"CASWELL COUNTY, NC",0,Caswell County,NC,36.394298,-79.339609,0
2020,"CASWELL COUNTY, NC",250,Caswell County,NC,36.394298,-79.339609,250
2021,"CASWELL COUNTY, NC",90,Caswell County,NC,36.394298,-79.339609,-160
2022,"CASWELL COUNTY, NC",150,Caswell County,NC,36.394298,-79.339609,60
2010,"CATAHOULA PARISH, LA",0,Catahoula Parish,LA,31.666517,-91.846703,NA
2011,"CATAHOULA PARISH, LA",0,Catahoula Parish,LA,31.666517,-91.846703,0
2012,"CATAHOULA PARISH, LA",600,Catahoula Parish,LA,31.666517,-91.846703,600
2013,"CATAHOULA PARISH, LA",1250,Catahoula Parish,LA,31.666517,-91.846703,650
2014,"CATAHOULA PARISH, LA",1200,Catahoula Parish,LA,31.666517,-91.846703,-50
2015,"CATAHOULA PARISH, LA",1100,Catahoula Parish,LA,31.666517,-91.846703,-100
2016,"CATAHOULA PARISH, LA",1553,Catahoula Parish,LA,31.666517,-91.846703,453
2017,"CATAHOULA PARISH, LA",1050,Catahoula Parish,LA,31.666517,-91.846703,-503
2018,"CATAHOULA PARISH, LA",600,Catahoula Parish,LA,31.666517,-91.846703,-450
2019,"CATAHOULA PARISH, LA",0,Catahoula Parish,LA,31.666517,-91.846703,-600
2020,"CATAHOULA PARISH, LA",500,Catahoula Parish,LA,31.666517,-91.846703,500
2021,"CATAHOULA PARISH, LA",647,Catahoula Parish,LA,31.666517,-91.846703,147
2022,"CATAHOULA PARISH, LA",125,Catahoula Parish,LA,31.666517,-91.846703,-522
2010,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,NA
2011,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2012,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2013,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2014,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2015,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2016,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2017,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2018,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2019,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2020,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2021,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2022,"CATAÑO MUNICIPIO, PR",0,Cataño Municipio,PR,18.444614,-66.148819,0
2010,"CATAWBA COUNTY, NC",545,Catawba County,NC,35.661883,-81.214906,NA
2011,"CATAWBA COUNTY, NC",0,Catawba County,NC,35.661883,-81.214906,-545
2012,"CATAWBA COUNTY, NC",60,Catawba County,NC,35.661883,-81.214906,60
2013,"CATAWBA COUNTY, NC",310,Catawba County,NC,35.661883,-81.214906,250
2014,"CATAWBA COUNTY, NC",0,Catawba County,NC,35.661883,-81.214906,-310
2015,"CATAWBA COUNTY, NC",156,Catawba County,NC,35.661883,-81.214906,156
2016,"CATAWBA COUNTY, NC",290,Catawba County,NC,35.661883,-81.214906,134
2017,"CATAWBA COUNTY, NC",0,Catawba County,NC,35.661883,-81.214906,-290
2018,"CATAWBA COUNTY, NC",260,Catawba County,NC,35.661883,-81.214906,260
2019,"CATAWBA COUNTY, NC",790,Catawba County,NC,35.661883,-81.214906,530
2020,"CATAWBA COUNTY, NC",352,Catawba County,NC,35.661883,-81.214906,-438
2021,"CATAWBA COUNTY, NC",500,Catawba County,NC,35.661883,-81.214906,148
2022,"CATAWBA COUNTY, NC",350,Catawba County,NC,35.661883,-81.214906,-150
2010,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,NA
2011,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2012,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2013,"CATOOSA COUNTY, GA",100,Catoosa County,GA,34.900212,-85.139385,100
2014,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,-100
2015,"CATOOSA COUNTY, GA",250,Catoosa County,GA,34.900212,-85.139385,250
2016,"CATOOSA COUNTY, GA",300,Catoosa County,GA,34.900212,-85.139385,50
2017,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,-300
2018,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2019,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2020,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2021,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2022,"CATOOSA COUNTY, GA",0,Catoosa County,GA,34.900212,-85.139385,0
2010,"CATRON COUNTY, NM",69,Catron County,NM,33.901621,-108.391928,NA
2011,"CATRON COUNTY, NM",0,Catron County,NM,33.901621,-108.391928,-69
2012,"CATRON COUNTY, NM",100,Catron County,NM,33.901621,-108.391928,100
2013,"CATRON COUNTY, NM",98,Catron County,NM,33.901621,-108.391928,-2
2014,"CATRON COUNTY, NM",246,Catron County,NM,33.901621,-108.391928,148
2015,"CATRON COUNTY, NM",150,Catron County,NM,33.901621,-108.391928,-96
2016,"CATRON COUNTY, NM",294,Catron County,NM,33.901621,-108.391928,144
2017,"CATRON COUNTY, NM",0,Catron County,NM,33.901621,-108.391928,-294
2018,"CATRON COUNTY, NM",250,Catron County,NM,33.901621,-108.391928,250
2019,"CATRON COUNTY, NM",302,Catron County,NM,33.901621,-108.391928,52
2020,"CATRON COUNTY, NM",200,Catron County,NM,33.901621,-108.391928,-102
2021,"CATRON COUNTY, NM",708,Catron County,NM,33.901621,-108.391928,508
2022,"CATRON COUNTY, NM",0,Catron County,NM,33.901621,-108.391928,-708
2010,"CATTARAUGUS COUNTY, NY",0,Cattaraugus County,NY,42.239099,-78.662332,NA
2011,"CATTARAUGUS COUNTY, NY",0,Cattaraugus County,NY,42.239099,-78.662332,0
2012,"CATTARAUGUS COUNTY, NY",0,Cattaraugus County,NY,42.239099,-78.662332,0
2013,"CATTARAUGUS COUNTY, NY",400,Cattaraugus County,NY,42.239099,-78.662332,400
2014,"CATTARAUGUS COUNTY, NY",320,Cattaraugus County,NY,42.239099,-78.662332,-80
2015,"CATTARAUGUS COUNTY, NY",215,Cattaraugus County,NY,42.239099,-78.662332,-105
2016,"CATTARAUGUS COUNTY, NY",2100,Cattaraugus County,NY,42.239099,-78.662332,1885
2017,"CATTARAUGUS COUNTY, NY",250,Cattaraugus County,NY,42.239099,-78.662332,-1850
2018,"CATTARAUGUS COUNTY, NY",385,Cattaraugus County,NY,42.239099,-78.662332,135
2019,"CATTARAUGUS COUNTY, NY",600,Cattaraugus County,NY,42.239099,-78.662332,215
2020,"CATTARAUGUS COUNTY, NY",109,Cattaraugus County,NY,42.239099,-78.662332,-491
2021,"CATTARAUGUS COUNTY, NY",500,Cattaraugus County,NY,42.239099,-78.662332,391
2022,"CATTARAUGUS COUNTY, NY",905,Cattaraugus County,NY,42.239099,-78.662332,405
2010,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,NA
2011,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,0
2012,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,0
2013,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,0
2014,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,0
