year,county_full,amount,name,state,lat,lon,change
2022,"CATTARAUGUS COUNTY, NY",905,Cattaraugus County,NY,42.239099,-78.662332,796
2012,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,NA
2016,"CAVALIER COUNTY, ND",100,Cavalier County,ND,48.768439,-98.46379,100
2020,"CAVALIER COUNTY, ND",100,Cavalier County,ND,48.768439,-98.46379,0
2022,"CAVALIER COUNTY, ND",0,Cavalier County,ND,48.768439,-98.46379,-100
2012,"CAYEY MUNICIPIO, PR",0,Cayey Municipio,PR,18.103624,-66.151667,NA
2016,"CAYEY MUNICIPIO, PR",0,Cayey Municipio,PR,18.103624,-66.151667,0
2020,"CAYEY MUNICIPIO, PR",0,Cayey Municipio,PR,18.103624,-66.151667,0
2022,"CAYEY MUNICIPIO, PR",0,Cayey Municipio,PR,18.103624,-66.151667,0
2012,"CAYUGA COUNTY, NY",206,Cayuga County,NY,43.008546,-76.574587,NA
2016,"CAYUGA COUNTY, NY",0,Cayuga County,NY,43.008546,-76.574587,-206
2020,"CAYUGA COUNTY, NY",675,Cayuga County,NY,43.008546,-76.574587,675
2022,"CAYUGA COUNTY, NY",915,Cayuga County,NY,43.008546,-76.574587,240
2012,"CECIL COUNTY, MD",388,Cecil County,MD,39.562354,-75.941585,NA
2016,"CECIL COUNTY, MD",855,Cecil County,MD,39.562354,-75.941585,467
2020,"CECIL COUNTY, MD",950,Cecil County,MD,39.562354,-75.941585,95
2022,"CECIL COUNTY, MD",124,Cecil County,MD,39.562354,-75.941585,-826
2012,"CEDAR COUNTY, IA",300,Cedar County,IA,41.77236,-91.132611,NA
2016,"CEDAR COUNTY, IA",0,Cedar County,IA,41.77236,-91.132611,-300
2020,"CEDAR COUNTY, IA",0,Cedar County,IA,41.77236,-91.132611,0
2022,"CEDAR COUNTY, IA",0,Cedar County,IA,41.77236,-91.132611,0
2012,"CEDAR COUNTY, MO",0,Cedar County,MO,37.733655,-93.850014,NA
2016,"CEDAR COUNTY, MO",50,Cedar County,MO,37.733655,-93.850014,50
2020,"CEDAR COUNTY, MO",0,Cedar County,MO,37.733655,-93.850014,-50
2022,"CEDAR COUNTY, MO",0,Cedar County,MO,37.733655,-93.850014,0
2012,"CEDAR COUNTY, NE",200,Cedar County,NE,42.60456,-97.25687,NA
2016,"CEDAR COUNTY, NE",400,Cedar County,NE,42.60456,-97.25687,200
2020,"CEDAR COUNTY, NE",35,Cedar County,NE,42.60456,-97.25687,-365
2022,"CEDAR COUNTY, NE",0,Cedar County,NE,42.60456,-97.25687,-35
2012,"CEIBA MUNICIPIO, PR",0,Ceiba Municipio,PR,18.253265,-65.620765,NA
2016,"CEIBA MUNICIPIO, PR",0,Ceiba Municipio,PR,18.253265,-65.620765,0
2020,"CEIBA MUNICIPIO, PR",0,Ceiba Municipio,PR,18.253265,-65.620765,0
2022,"CEIBA MUNICIPIO, PR",0,Ceiba Municipio,PR,18.253265,-65.620765,0
2012,"CENTRE COUNTY, PA",361,Centre County,PA,40.909128,-77.847877,NA
2016,"CENTRE COUNTY, PA",929,Centre County,PA,40.909128,-77.847877,568
2020,"CENTRE COUNTY, PA",914,Centre County,PA,40.909128,-77.847877,-15
2022,"CENTRE COUNTY, PA",452.54,Centre County,PA,40.909128,-77.847877,-461.46
2012,"CERRO GORDO COUNTY, IA",165,Cerro Gordo County,IA,43.074975,-93.250965,NA
2016,"CERRO GORDO COUNTY, IA",250,Cerro Gordo County,IA,43.074975,-93.250965,85
2020,"CERRO GORDO COUNTY, IA",250,Cerro Gordo County,IA,43.074975,-93.250965,0
2022,"CERRO GORDO COUNTY, IA",100,Cerro Gordo County,IA,43.074975,-93.250965,-150
2012,"CHAFFEE COUNTY, CO",0,Chaffee County,CO,38.734599,-106.300025,NA
2016,"CHAFFEE COUNTY, CO",264,Chaffee County,CO,38.734599,-106.300025,264
2020,"CHAFFEE COUNTY, CO",500,Chaffee County,CO,38.734599,-106.300025,236
2022,"CHAFFEE COUNTY, CO",0,Chaffee County,CO,38.734599,-106.300025,-500
2012,"CHAMBERS COUNTY, AL",0,Chambers County,AL,32.915504,-85.394032,NA
2016,"CHAMBERS COUNTY, AL",155,Chambers County,AL,32.915504,-85.394032,155
2020,"CHAMBERS COUNTY, AL",106,Chambers County,AL,32.915504,-85.394032,-49
2022,"CHAMBERS COUNTY, AL",0,Chambers County,AL,32.915504,-85.394032,-106
2012,"CHAMBERS COUNTY, TX",0,Chambers County,TX,29.696374,-94.669445,NA
2016,"CHAMBERS COUNTY, TX",0,Chambers County,TX,29.696374,-94.669445,0
2020,"CHAMBERS COUNTY, TX",0,Chambers County,TX,29.696374,-94.669445,0
2022,"CHAMBERS COUNTY, TX",0,Chambers County,TX,29.696374,-94.669445,0
2012,"CHAMPAIGN COUNTY, IL",532,Champaign County,IL,40.138985,-88.196975,NA
2016,"CHAMPAIGN COUNTY, IL",1357,Champaign County,IL,40.138985,-88.196975,825
2020,"CHAMPAIGN COUNTY, IL",1450,Champaign County,IL,40.138985,-88.196975,93
2022,"CHAMPAIGN COUNTY, IL",1842,Champaign County,IL,40.138985,-88.196975,392
2012,"CHAMPAIGN COUNTY, OH",0,Champaign County,OH,40.132775,-83.767604,NA
2016,"CHAMPAIGN COUNTY, OH",100,Champaign County,OH,40.132775,-83.767604,100
2020,"CHAMPAIGN COUNTY, OH",645,Champaign County,OH,40.132775,-83.767604,545
2022,"CHAMPAIGN COUNTY, OH",30,Champaign County,OH,40.132775,-83.767604,-615
2012,"CHARITON COUNTY, MO",0,Chariton County,MO,39.517968,-92.96162,NA
2016,"CHARITON COUNTY, MO",0,Chariton County,MO,39.517968,-92.96162,0
2020,"CHARITON COUNTY, MO",0,Chariton County,MO,39.517968,-92.96162,0
2022,"CHARITON COUNTY, MO",0,Chariton County,MO,39.517968,-92.96162,0
2012,"CHARLES CITY COUNTY, VA",0,Charles City County,VA,37.361054,-77.05417,NA
2016,"CHARLES CITY COUNTY, VA",0,Charles City County,VA,37.361054,-77.05417,0
2020,"CHARLES CITY COUNTY, VA",0,Charles City County,VA,37.361054,-77.05417,0
2022,"CHARLES CITY COUNTY, VA",0,Charles City County,VA,37.361054,-77.05417,0
2012,"CHARLES COUNTY, MD",350,Charles County,MD,38.472853,-77.015427,NA
2016,"CHARLES COUNTY, MD",664,Charles County,MD,38.472853,-77.015427,314
2020,"CHARLES COUNTY, MD",824,Charles County,MD,38.472853,-77.015427,160
2022,"CHARLES COUNTY, MD",585,Charles County,MD,38.472853,-77.015427,-239
2012,"CHARLES MIX COUNTY, SD",0,Charles Mix County,SD,43.206185,-98.595143,NA
2016,"CHARLES MIX COUNTY, SD",0,Charles Mix County,SD,43.206185,-98.595143,0
2020,"CHARLES MIX COUNTY, SD",100,Charles Mix County,SD,43.206185,-98.595143,100
2022,"CHARLES MIX COUNTY, SD",252,Charles Mix County,SD,43.206185,-98.595143,152
2012,"CHARLESTON COUNTY, SC",645,Charleston County,SC,32.800458,-79.94248,NA
2016,"CHARLESTON COUNTY, SC",941,Charleston County,SC,32.800458,-79.94248,296
2020,"CHARLESTON COUNTY, SC",1350,Charleston County,SC,32.800458,-79.94248,409
2022,"CHARLESTON COUNTY, SC",452.54,Charleston County,SC,32.800458,-79.94248,-897.46
2012,"CHARLEVOIX COUNTY, MI",0,Charlevoix County,MI,45.618554,-85.543684,NA
2016,"CHARLEVOIX COUNTY, MI",0,Charlevoix County,MI,45.618554,-85.543684,0
2020,"CHARLEVOIX COUNTY, MI",182,Charlevoix County,MI,45.618554,-85.543684,182
2022,"CHARLEVOIX COUNTY, MI",250,Charlevoix County,MI,45.618554,-85.543684,68
2012,"CHARLOTTE COUNTY, FL",1065,Charlotte County,FL,26.906396,-82.003657,NA
2016,"CHARLOTTE COUNTY, FL",1439,Charlotte County,FL,26.906396,-82.003657,374
2020,"CHARLOTTE COUNTY, FL",1978.5,Charlotte County,FL,26.906396,-82.003657,539.5
2022,"CHARLOTTE COUNTY, FL",1380,Charlotte County,FL,26.906396,-82.003657,-598.5
2012,"CHARLOTTE COUNTY, VA",125,Charlotte County,VA,37.009042,-78.658568,NA
2016,"CHARLOTTE COUNTY, VA",200,Charlotte County,VA,37.009042,-78.658568,75
2020,"CHARLOTTE COUNTY, VA",0,Charlotte County,VA,37.009042,-78.658568,-200
2022,"CHARLOTTE COUNTY, VA",1000,Charlotte County,VA,37.009042,-78.658568,1000
2012,"CHARLOTTESVILLE CITY, VA",0,Charlottesville city,VA,38.037658,-78.485381,NA
2016,"CHARLOTTESVILLE CITY, VA",0,Charlottesville city,VA,38.037658,-78.485381,0
2020,"CHARLOTTESVILLE CITY, VA",0,Charlottesville city,VA,38.037658,-78.485381,0
2022,"CHARLOTTESVILLE CITY, VA",0,Charlottesville city,VA,38.037658,-78.485381,0
2012,"CHARLTON COUNTY, GA",0,Charlton County,GA,30.779904,-82.139644,NA
2016,"CHARLTON COUNTY, GA",150,Charlton County,GA,30.779904,-82.139644,150
2020,"CHARLTON COUNTY, GA",0,Charlton County,GA,30.779904,-82.139644,-150
2022,"CHARLTON COUNTY, GA",100,Charlton County,GA,30.779904,-82.139644,100
2012,"CHASE COUNTY, KS",0,Chase County,KS,38.299475,-96.594029,NA
2016,"CHASE COUNTY, KS",550,Chase County,KS,38.299475,-96.594029,550
2020,"CHASE COUNTY, KS",0,Chase County,KS,38.299475,-96.594029,-550
2022,"CHASE COUNTY, KS",90,Chase County,KS,38.299475,-96.594029,90
2012,"CHASE COUNTY, NE",0,Chase County,NE,40.53039,-101.694192,NA
2016,"CHASE COUNTY, NE",500,Chase County,NE,40.53039,-101.694192,500
2020,"CHASE COUNTY, NE",1300,Chase County,NE,40.53039,-101.694192,800
2022,"CHASE COUNTY, NE",0,Chase County,NE,40.53039,-101.694192,-1300
2012,"CHATHAM COUNTY, GA",335,Chatham County,GA,31.980404,-81.085184,NA
2016,"CHATHAM COUNTY, GA",50,Chatham County,GA,31.980404,-81.085184,-285
2020,"CHATHAM COUNTY, GA",1896,Chatham County,GA,31.980404,-81.085184,1846
2022,"CHATHAM COUNTY, GA",50,Chatham County,GA,31.980404,-81.085184,-1846
2012,"CHATHAM COUNTY, NC",100,Chatham County,NC,35.704994,-79.251454,NA
2016,"CHATHAM COUNTY, NC",0,Chatham County,NC,35.704994,-79.251454,-100
2020,"CHATHAM COUNTY, NC",0,Chatham County,NC,35.704994,-79.251454,0
2022,"CHATHAM COUNTY, NC",60,Chatham County,NC,35.704994,-79.251454,60
2012,"CHATTAHOOCHEE COUNTY, GA",0,Chattahoochee County,GA,32.347445,-84.788021,NA
2016,"CHATTAHOOCHEE COUNTY, GA",0,Chattahoochee County,GA,32.347445,-84.788021,0
2020,"CHATTAHOOCHEE COUNTY, GA",0,Chattahoochee County,GA,32.347445,-84.788021,0
2022,"CHATTAHOOCHEE COUNTY, GA",0,Chattahoochee County,GA,32.347445,-84.788021,0
2012,"CHATTOOGA COUNTY, GA",0,Chattooga County,GA,34.474178,-85.345289,NA
2016,"CHATTOOGA COUNTY, GA",300,Chattooga County,GA,34.474178,-85.345289,300
2020,"CHATTOOGA COUNTY, GA",205,Chattooga County,GA,34.474178,-85.345289,-95
2022,"CHATTOOGA COUNTY, GA",87,Chattooga County,GA,34.474178,-85.345289,-118
2012,"CHAUTAUQUA COUNTY, KS",0,Chautauqua County,KS,37.154259,-96.245396,NA
2016,"CHAUTAUQUA COUNTY, KS",0,Chautauqua County,KS,37.154259,-96.245396,0
2020,"CHAUTAUQUA COUNTY, KS",0,Chautauqua County,KS,37.154259,-96.245396,0
2022,"CHAUTAUQUA COUNTY, KS",0,Chautauqua County,KS,37.154259,-96.245396,0
2012,"CHAUTAUQUA COUNTY, NY",70,Chautauqua County,NY,42.304216,-79.407595,NA
2016,"CHAUTAUQUA COUNTY, NY",200,Chautauqua County,NY,42.304216,-79.407595,130
2020,"CHAUTAUQUA COUNTY, NY",1696.5,Chautauqua County,NY,42.304216,-79.407595,1496.5
2022,"CHAUTAUQUA COUNTY, NY",1450,Chautauqua County,NY,42.304216,-79.407595,-246.5
2012,"CHAVES COUNTY, NM",100,Chaves County,NM,33.361604,-104.469837,NA
2016,"CHAVES COUNTY, NM",535,Chaves County,NM,33.361604,-104.469837,435
2020,"CHAVES COUNTY, NM",350,Chaves County,NM,33.361604,-104.469837,-185
2022,"CHAVES COUNTY, NM",0,Chaves County,NM,33.361604,-104.469837,-350
2012,"CHEATHAM COUNTY, TN",290,Cheatham County,TN,36.255169,-87.100808,NA
2016,"CHEATHAM COUNTY, TN",200,Cheatham County,TN,36.255169,-87.100808,-90
2020,"CHEATHAM COUNTY, TN",100,Cheatham County,TN,36.255169,-87.100808,-100
2022,"CHEATHAM COUNTY, TN",200,Cheatham County,TN,36.255169,-87.100808,100
2012,"CHEBOYGAN COUNTY, MI",150,Cheboygan County,MI,45.476022,-84.495431,NA
2016,"CHEBOYGAN COUNTY, MI",50,Cheboygan County,MI,45.476022,-84.495431,-100
2020,"CHEBOYGAN COUNTY, MI",800,Cheboygan County,MI,45.476022,-84.495431,750
2022,"CHEBOYGAN COUNTY, MI",0,Cheboygan County,MI,45.476022,-84.495431,-800
2012,"CHELAN COUNTY, WA",482,Chelan County,WA,47.860974,-120.619041,NA
2016,"CHELAN COUNTY, WA",126,Chelan County,WA,47.860974,-120.619041,-356
2020,"CHELAN COUNTY, WA",575,Chelan County,WA,47.860974,-120.619041,449
2022,"CHELAN COUNTY, WA",250,Chelan County,WA,47.860974,-120.619041,-325
2012,"CHEMUNG COUNTY, NY",80,Chemung County,NY,42.148697,-76.752471,NA
2016,"CHEMUNG COUNTY, NY",25,Chemung County,NY,42.148697,-76.752471,-55
2020,"CHEMUNG COUNTY, NY",525,Chemung County,NY,42.148697,-76.752471,500
2022,"CHEMUNG COUNTY, NY",1100,Chemung County,NY,42.148697,-76.752471,575
2012,"CHENANGO COUNTY, NY",313,Chenango County,NY,42.478024,-75.602241,NA
2016,"CHENANGO COUNTY, NY",554,Chenango County,NY,42.478024,-75.602241,241
2020,"CHENANGO COUNTY, NY",915.5,Chenango County,NY,42.478024,-75.602241,361.5
2022,"CHENANGO COUNTY, NY",548.18,Chenango County,NY,42.478024,-75.602241,-367.32000000000005
2012,"CHEROKEE COUNTY, AL",0,Cherokee County,AL,34.069515,-85.654242,NA
2016,"CHEROKEE COUNTY, AL",0,Cherokee County,AL,34.069515,-85.654242,0
2020,"CHEROKEE COUNTY, AL",500,Cherokee County,AL,34.069515,-85.654242,500
2022,"CHEROKEE COUNTY, AL",100,Cherokee County,AL,34.069515,-85.654242,-400
2012,"CHEROKEE COUNTY, GA",763,Cherokee County,GA,34.244317,-84.475057,NA
2016,"CHEROKEE COUNTY, GA",518,Cherokee County,GA,34.244317,-84.475057,-245
2020,"CHEROKEE COUNTY, GA",1590,Cherokee County,GA,34.244317,-84.475057,1072
2022,"CHEROKEE COUNTY, GA",1485.36,Cherokee County,GA,34.244317,-84.475057,-104.6400000000001
2012,"CHEROKEE COUNTY, IA",135,Cherokee County,IA,42.742737,-95.633262,NA
2016,"CHEROKEE COUNTY, IA",0,Cherokee County,IA,42.742737,-95.633262,-135
2020,"CHEROKEE COUNTY, IA",0,Cherokee County,IA,42.742737,-95.633262,0
2022,"CHEROKEE COUNTY, IA",0,Cherokee County,IA,42.742737,-95.633262,0
2012,"CHEROKEE COUNTY, KS",273,Cherokee County,KS,37.169392,-94.845698,NA
2016,"CHEROKEE COUNTY, KS",20,Cherokee County,KS,37.169392,-94.845698,-253
2020,"CHEROKEE COUNTY, KS",1125,Cherokee County,KS,37.169392,-94.845698,1105
2022,"CHEROKEE COUNTY, KS",187,Cherokee County,KS,37.169392,-94.845698,-938
2012,"CHEROKEE COUNTY, NC",82,Cherokee County,NC,35.13715,-84.061449,NA
2016,"CHEROKEE COUNTY, NC",0,Cherokee County,NC,35.13715,-84.061449,-82
2020,"CHEROKEE COUNTY, NC",0,Cherokee County,NC,35.13715,-84.061449,0
2022,"CHEROKEE COUNTY, NC",25,Cherokee County,NC,35.13715,-84.061449,25
2012,"CHEROKEE COUNTY, OK",115,Cherokee County,OK,35.904367,-94.996796,NA
2016,"CHEROKEE COUNTY, OK",100,Cherokee County,OK,35.904367,-94.996796,-15
2020,"CHEROKEE COUNTY, OK",1175,Cherokee County,OK,35.904367,-94.996796,1075
2022,"CHEROKEE COUNTY, OK",600,Cherokee County,OK,35.904367,-94.996796,-575
2012,"CHEROKEE COUNTY, SC",350,Cherokee County,SC,35.049796,-81.607647,NA
2016,"CHEROKEE COUNTY, SC",0,Cherokee County,SC,35.049796,-81.607647,-350
2020,"CHEROKEE COUNTY, SC",0,Cherokee County,SC,35.049796,-81.607647,0
2022,"CHEROKEE COUNTY, SC",650,Cherokee County,SC,35.049796,-81.607647,650
2012,"CHEROKEE COUNTY, TX",50,Cherokee County,TX,31.843881,-95.156343,NA
2016,"CHEROKEE COUNTY, TX",248,Cherokee County,TX,31.843881,-95.156343,198
2020,"CHEROKEE COUNTY, TX",850,Cherokee County,TX,31.843881,-95.156343,602
2022,"CHEROKEE COUNTY, TX",368,Cherokee County,TX,31.843881,-95.156343,-482
2012,"CHERRY COUNTY, NE",0,Cherry County,NE,42.571323,-101.047653,NA
2016,"CHERRY COUNTY, NE",0,Cherry County,NE,42.571323,-101.047653,0
2020,"CHERRY COUNTY, NE",0,Cherry County,NE,42.571323,-101.047653,0
2022,"CHERRY COUNTY, NE",0,Cherry County,NE,42.571323,-101.047653,0
2012,"CHESAPEAKE CITY, VA",524,Chesapeake city,VA,36.679376,-76.301788,NA
2016,"CHESAPEAKE CITY, VA",122,Chesapeake city,VA,36.679376,-76.301788,-402
2020,"CHESAPEAKE CITY, VA",1598,Chesapeake city,VA,36.679376,-76.301788,1476
2022,"CHESAPEAKE CITY, VA",318,Chesapeake city,VA,36.679376,-76.301788,-1280
2012,"CHESHIRE COUNTY, NH",56,Cheshire County,NH,42.92546,-72.248183,NA
2016,"CHESHIRE COUNTY, NH",125,Cheshire County,NH,42.92546,-72.248183,69
2020,"CHESHIRE COUNTY, NH",114,Cheshire County,NH,42.92546,-72.248183,-11
2022,"CHESHIRE COUNTY, NH",115,Cheshire County,NH,42.92546,-72.248183,1
2012,"CHESTER COUNTY, PA",2364,Chester County,PA,39.974029,-75.749751,NA
2016,"CHESTER COUNTY, PA",4298,Chester County,PA,39.974029,-75.749751,1934
2020,"CHESTER COUNTY, PA",5640,Chester County,PA,39.974029,-75.749751,1342
2022,"CHESTER COUNTY, PA",3605,Chester County,PA,39.974029,-75.749751,-2035
2012,"CHESTER COUNTY, SC",51,Chester County,SC,34.689342,-81.161249,NA
2016,"CHESTER COUNTY, SC",394,Chester County,SC,34.689342,-81.161249,343
2020,"CHESTER COUNTY, SC",622,Chester County,SC,34.689342,-81.161249,228
2022,"CHESTER COUNTY, SC",348,Chester County,SC,34.689342,-81.161249,-274
2012,"CHESTER COUNTY, TN",0,Chester County,TN,35.420253,-88.611353,NA
2016,"CHESTER COUNTY, TN",0,Chester County,TN,35.420253,-88.611353,0
2020,"CHESTER COUNTY, TN",250,Chester County,TN,35.420253,-88.611353,250
2022,"CHESTER COUNTY, TN",0,Chester County,TN,35.420253,-88.611353,-250
2012,"CHESTERFIELD COUNTY, SC",0,Chesterfield County,SC,34.637018,-80.159227,NA
2016,"CHESTERFIELD COUNTY, SC",250,Chesterfield County,SC,34.637018,-80.159227,250
2020,"CHESTERFIELD COUNTY, SC",616,Chesterfield County,SC,34.637018,-80.159227,366
2022,"CHESTERFIELD COUNTY, SC",410.18,Chesterfield County,SC,34.637018,-80.159227,-205.82
2012,"CHESTERFIELD COUNTY, VA",493,Chesterfield County,VA,37.378434,-77.585847,NA
2016,"CHESTERFIELD COUNTY, VA",1033,Chesterfield County,VA,37.378434,-77.585847,540
2020,"CHESTERFIELD COUNTY, VA",2099.5,Chesterfield County,VA,37.378434,-77.585847,1066.5
2022,"CHESTERFIELD COUNTY, VA",25,Chesterfield County,VA,37.378434,-77.585847,-2074.5
2012,"CHEYENNE COUNTY, CO",0,Cheyenne County,CO,38.835646,-102.601791,NA
2016,"CHEYENNE COUNTY, CO",0,Cheyenne County,CO,38.835646,-102.601791,0
2020,"CHEYENNE COUNTY, CO",0,Cheyenne County,CO,38.835646,-102.601791,0
2022,"CHEYENNE COUNTY, CO",0,Cheyenne County,CO,38.835646,-102.601791,0
2012,"CHEYENNE COUNTY, KS",0,Cheyenne County,KS,39.789917,-101.727325,NA
2016,"CHEYENNE COUNTY, KS",0,Cheyenne County,KS,39.789917,-101.727325,0
2020,"CHEYENNE COUNTY, KS",0,Cheyenne County,KS,39.789917,-101.727325,0
2022,"CHEYENNE COUNTY, KS",0,Cheyenne County,KS,39.789917,-101.727325,0
2012,"CHEYENNE COUNTY, NE",0,Cheyenne County,NE,41.214236,-103.011929,NA
2016,"CHEYENNE COUNTY, NE",0,Cheyenne County,NE,41.214236,-103.011929,0
2020,"CHEYENNE COUNTY, NE",800,Cheyenne County,NE,41.214236,-103.011929,800
2022,"CHEYENNE COUNTY, NE",0,Cheyenne County,NE,41.214236,-103.011929,-800
2012,"CHICKASAW COUNTY, IA",200,Chickasaw County,IA,43.059741,-92.31721,NA
2016,"CHICKASAW COUNTY, IA",350,Chickasaw County,IA,43.059741,-92.31721,150
2020,"CHICKASAW COUNTY, IA",1029,Chickasaw County,IA,43.059741,-92.31721,679
2022,"CHICKASAW COUNTY, IA",75,Chickasaw County,IA,43.059741,-92.31721,-954
2012,"CHICKASAW COUNTY, MS",0,Chickasaw County,MS,33.933277,-88.947558,NA
2016,"CHICKASAW COUNTY, MS",0,Chickasaw County,MS,33.933277,-88.947558,0
2020,"CHICKASAW COUNTY, MS",100,Chickasaw County,MS,33.933277,-88.947558,100
2022,"CHICKASAW COUNTY, MS",0,Chickasaw County,MS,33.933277,-88.947558,-100
2012,"CHICOT COUNTY, AR",0,Chicot County,AR,33.267139,-91.297158,NA
2016,"CHICOT COUNTY, AR",0,Chicot County,AR,33.267139,-91.297158,0
2020,"CHICOT COUNTY, AR",0,Chicot County,AR,33.267139,-91.297158,0
2022,"CHICOT COUNTY, AR",250,Chicot County,AR,33.267139,-91.297158,250
2012,"CHILDRESS COUNTY, TX",0,Childress County,TX,34.524624,-100.208166,NA
2016,"CHILDRESS COUNTY, TX",0,Childress County,TX,34.524624,-100.208166,0
2020,"CHILDRESS COUNTY, TX",0,Childress County,TX,34.524624,-100.208166,0
2022,"CHILDRESS COUNTY, TX",0,Childress County,TX,34.524624,-100.208166,0
2012,"CHILTON COUNTY, AL",0,Chilton County,AL,32.854051,-86.726607,NA
2016,"CHILTON COUNTY, AL",0,Chilton County,AL,32.854051,-86.726607,0
2020,"CHILTON COUNTY, AL",0,Chilton County,AL,32.854051,-86.726607,0
2022,"CHILTON COUNTY, AL",0,Chilton County,AL,32.854051,-86.726607,0
2012,"CHIPPEWA COUNTY, MI",0,Chippewa County,MI,46.321819,-84.52063,NA
2016,"CHIPPEWA COUNTY, MI",324,Chippewa County,MI,46.321819,-84.52063,324
2020,"CHIPPEWA COUNTY, MI",414,Chippewa County,MI,46.321819,-84.52063,90
2022,"CHIPPEWA COUNTY, MI",172.54000000000002,Chippewa County,MI,46.321819,-84.52063,-241.45999999999998
2012,"CHIPPEWA COUNTY, MN",0,Chippewa County,MN,45.028625,-95.564108,NA
2016,"CHIPPEWA COUNTY, MN",0,Chippewa County,MN,45.028625,-95.564108,0
2020,"CHIPPEWA COUNTY, MN",0,Chippewa County,MN,45.028625,-95.564108,0
2022,"CHIPPEWA COUNTY, MN",0,Chippewa County,MN,45.028625,-95.564108,0
2012,"CHIPPEWA COUNTY, WI",90,Chippewa County,WI,45.069092,-91.283505,NA
2016,"CHIPPEWA COUNTY, WI",1000,Chippewa County,WI,45.069092,-91.283505,910
2020,"CHIPPEWA COUNTY, WI",987,Chippewa County,WI,45.069092,-91.283505,-13
2022,"CHIPPEWA COUNTY, WI",250,Chippewa County,WI,45.069092,-91.283505,-737
2012,"CHISAGO COUNTY, MN",0,Chisago County,MN,45.505444,-92.903849,NA
2016,"CHISAGO COUNTY, MN",400,Chisago County,MN,45.505444,-92.903849,400
2020,"CHISAGO COUNTY, MN",1405,Chisago County,MN,45.505444,-92.903849,1005
2022,"CHISAGO COUNTY, MN",655,Chisago County,MN,45.505444,-92.903849,-750
2012,"CHITTENDEN COUNTY, VT",917,Chittenden County,VT,44.463329,-73.06941,NA
2016,"CHITTENDEN COUNTY, VT",650,Chittenden County,VT,44.463329,-73.06941,-267
2020,"CHITTENDEN COUNTY, VT",1455,Chittenden County,VT,44.463329,-73.06941,805
2022,"CHITTENDEN COUNTY, VT",0,Chittenden County,VT,44.463329,-73.06941,-1455
2012,"CHOCTAW COUNTY, AL",0,Choctaw County,AL,31.990954,-88.248889,NA
2016,"CHOCTAW COUNTY, AL",26,Choctaw County,AL,31.990954,-88.248889,26
2020,"CHOCTAW COUNTY, AL",0,Choctaw County,AL,31.990954,-88.248889,-26
2022,"CHOCTAW COUNTY, AL",0,Choctaw County,AL,31.990954,-88.248889,0
2012,"CHOCTAW COUNTY, MS",0,Choctaw County,MS,33.345964,-89.251332,NA
2016,"CHOCTAW COUNTY, MS",0,Choctaw County,MS,33.345964,-89.251332,0
2020,"CHOCTAW COUNTY, MS",0,Choctaw County,MS,33.345964,-89.251332,0
2022,"CHOCTAW COUNTY, MS",170,Choctaw County,MS,33.345964,-89.251332,170
2012,"CHOCTAW COUNTY, OK",0,Choctaw County,OK,34.027699,-95.554079,NA
2016,"CHOCTAW COUNTY, OK",0,Choctaw County,OK,34.027699,-95.554079,0
2020,"CHOCTAW COUNTY, OK",0,Choctaw County,OK,34.027699,-95.554079,0
2022,"CHOCTAW COUNTY, OK",0,Choctaw County,OK,34.027699,-95.554079,0
2012,"CHOUTEAU COUNTY, MT",0,Chouteau County,MT,47.886834,-110.4362,NA
2016,"CHOUTEAU COUNTY, MT",0,Chouteau County,MT,47.886834,-110.4362,0
2020,"CHOUTEAU COUNTY, MT",0,Chouteau County,MT,47.886834,-110.4362,0
2022,"CHOUTEAU COUNTY, MT",84.18,Chouteau County,MT,47.886834,-110.4362,84.18
2012,"CHOWAN COUNTY, NC",0,Chowan County,NC,36.128979,-76.602752,NA
2016,"CHOWAN COUNTY, NC",50,Chowan County,NC,36.128979,-76.602752,50
2020,"CHOWAN COUNTY, NC",0,Chowan County,NC,36.128979,-76.602752,-50
2022,"CHOWAN COUNTY, NC",0,Chowan County,NC,36.128979,-76.602752,0
2012,"CHRISTIAN COUNTY, IL",0,Christian County,IL,39.545524,-89.279593,NA
2016,"CHRISTIAN COUNTY, IL",26,Christian County,IL,39.545524,-89.279593,26
2020,"CHRISTIAN COUNTY, IL",890,Christian County,IL,39.545524,-89.279593,864
2022,"CHRISTIAN COUNTY, IL",350,Christian County,IL,39.545524,-89.279593,-540
2012,"CHRISTIAN COUNTY, KY",2200,Christian County,KY,36.892059,-87.492986,NA
2016,"CHRISTIAN COUNTY, KY",400,Christian County,KY,36.892059,-87.492986,-1800
2020,"CHRISTIAN COUNTY, KY",700,Christian County,KY,36.892059,-87.492986,300
2022,"CHRISTIAN COUNTY, KY",575,Christian County,KY,36.892059,-87.492986,-125
2012,"CHRISTIAN COUNTY, MO",605,Christian County,MO,36.969739,-93.187614,NA
2016,"CHRISTIAN COUNTY, MO",635,Christian County,MO,36.969739,-93.187614,30
2020,"CHRISTIAN COUNTY, MO",1059,Christian County,MO,36.969739,-93.187614,424
2022,"CHRISTIAN COUNTY, MO",574,Christian County,MO,36.969739,-93.187614,-485
2012,"CHUGACH CENSUS AREA, AK",0,Chugach Census Area,AK,60.488474,-146.203092,NA
